Chip Run Info;E:\Helene-Adam-Riz-96x96-270317\jordan file\ChipRun.bml;1362290083;96.96 (136x);GE 96x96 Fast PCR+Melt v2;ROX;EvaGreen;28/03/2017 14:02:44;00:31:21;BIOMARKHD267
Application Version;4.1.3
Application Build;20140305.1515
Export Type;Table Results
Quality Threshold;0,65
Baseline Correction Method;Linear (Derivative)
Ct Threshold Method;Auto (Global)


Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;User
Chamber;Sample;Sample;Sample;EvaGreen;EvaGreen;Ct;Ct;Ct;Ct;Ct;Tm;Tm;Tm;Defined
ID;Name;Type;rConc;Name;Type;Value;Calibrated rConc;Quality;Call;Threshold;In Range;Out Range;Peak Ratio;Comments
S47-A91;I-N4R2;Unknown;250;gene3;Test;10,9749200890548;127,17135553799;1;Pass;0,0102099395112248;85,2189278935598;999;1;
S52-A01;R-N2R1;Unknown;250;normalizer1;Reference;4,27527058162458;162,011952516901;0,758423527208192;Pass;0,0102099395112248;80,2495641806973;999;1;
S52-A22;R-N2R1;Unknown;250;gene1;Test;13,055035865258;85,7013789979087;1;Pass;0,0102099395112248;82,5730374712628;999;1;
S52-A29;R-N2R1;Unknown;250;gene4;Test;19,4902016215435;1,90515657202087;1;Pass;0,0102099395112248;77,4302715106482;999;1;
S52-A67;R-N2R1;Unknown;250;gene2;Test;9,9959583105903;206,925688853476;1;Pass;0,0102099395112248;80,7965876344946;999;1;
S52-A96;R-N2R1;Unknown;250;normalizer2;Reference;12,0601251694185;182,114719764805;1;Pass;0,0102099395112248;81,9504094762219;999;1;
S52-A95;R-N2R1;Unknown;250;normalizer3;Reference;6,39053404654697;215,23205391647;1;Pass;0,0102099395112248;79,9543781238849;999;1;
S52-A93;R-N2R1;Unknown;250;normalizer1bis;Reference;4,39995204245855;152,79773109599;0,799984014152849;Pass;0,0102099395112248;79,9919809955643;999;1;
S52-A91;R-N2R1;Unknown;250;gene3;Test;9,49303783640332;292,60868971704;1;Pass;0,0102099395112248;85,7278690212296;999;1;
S46-A01;I-N4R1;Unknown;250;normalizer1;Reference;3,78013312887511;226,108895775251;0,593377709625038;Fail;0,0102099395112248;80,1992099817247;999;1;
S46-A22;I-N4R1;Unknown;250;gene1;Test;14,7361472724009;25,4658419509522;1;Pass;0,0102099395112248;82,3493191220479;999;1;
S46-A29;I-N4R1;Unknown;250;gene4;Test;10,048553620196;612,117227918079;0,970613763052341;Pass;0,0102099395112248;77,2451491477055;999;1;
S46-A67;I-N4R1;Unknown;250;gene2;Test;9,63883640388773;258,468657975407;1;Pass;0,0102099395112248;80,57922593404;999;1;
S46-A96;I-N4R1;Unknown;250;normalizer2;Reference;11,3517140817607;264,694320504318;1;Pass;0,0102099395112248;81,9335846192447;999;1;
S46-A95;I-N4R1;Unknown;250;normalizer3;Reference;6,39760178255655;214,261500958455;0,996617240681899;Pass;0,0102099395112248;79,9083605358607;999;1;
S46-A93;I-N4R1;Unknown;250;normalizer1bis;Reference;3,75213408874744;238,192465366478;0,584044696249146;Fail;0,0102099395112248;79,9504911469162;999;1;
S46-A91;I-N4R1;Unknown;250;gene3;Test;10,0930354436505;208,813602364856;0,959044491216463;Pass;0,0102099395112248;85,2742555865315;999;1;
S51-A01;R-N1R3;Unknown;250;normalizer1;Reference;4,51062878748184;138,271262529743;0,817806423150494;Pass;0,0102099395112248;80,2271609314886;999;1;
S51-A22;R-N1R3;Unknown;250;gene1;Test;13,1541555816514;79,783613053112;1;Pass;0,0102099395112248;82,3594327885782;999;1;
S51-A29;R-N1R3;Unknown;250;gene4;Test;21,0226681170906;0,746512456696776;0,969877569825708;Pass;0,0102099395112248;77,3983919359258;999;1;
S51-A67;R-N1R3;Unknown;250;gene2;Test;9,8055216506076;232,982478721714;1;Pass;0,0102099395112248;80,7618953049805;999;1;
S51-A96;R-N1R3;Unknown;250;normalizer2;Reference;12,1617941854265;172,59887255826;1;Pass;0,0102099395112248;81,9026731292537;999;1;
S51-A95;R-N1R3;Unknown;250;normalizer3;Reference;6,80052323277305;165,595043658668;1;Pass;0,0102099395112248;79,9265993263733;999;1;
S51-A93;R-N1R3;Unknown;250;normalizer1bis;Reference;4,66446808531298;127,464299674406;0,888156028437659;Pass;0,0102099395112248;79,9625101878736;999;1;
S51-A91;R-N1R3;Unknown;250;gene3;Test;9,88701668877992;234,461566405343;1;Pass;0,0102099395112248;85,7139374218192;999;1;
S45-A01;I-N3R3;Unknown;250;normalizer1;Reference;3,55858328968938;262,479519445555;0,519527763229794;Fail;0,0102099395112248;80,2597006759915;999;1;
S45-A22;I-N3R3;Unknown;250;gene1;Test;13,5241816177924;61,0815770467746;1;Pass;0,0102099395112248;82,360648143823;999;1;
S45-A29;I-N3R3;Unknown;250;gene4;Test;11,8940030844395;198,079329761024;1;Pass;0,0102099395112248;77,2506150486194;999;1;
S45-A67;I-N3R3;Unknown;250;gene2;Test;9,30118490035892;318,959144710383;1;Pass;0,0102099395112248;80,6297734372051;999;1;
S45-A96;I-N3R3;Unknown;250;normalizer2;Reference;11,4223183713947;255,011023951566;1;Pass;0,0102099395112248;81,9783982023489;999;1;
S45-A95;I-N3R3;Unknown;250;normalizer3;Reference;6,10407802025001;258,499504283986;0,98729622054919;Pass;0,0102099395112248;79,9530426245919;999;1;
S45-A93;I-N3R3;Unknown;250;normalizer1bis;Reference;3,76540233944457;236,036392511955;0,588467446481524;Fail;0,0102099395112248;79,9931457438312;999;1;
S45-A91;I-N3R3;Unknown;250;gene3;Test;9,66854389693231;265,109933972814;1;Pass;0,0102099395112248;85,3210601094841;999;1;
S50-A01;R-N1R2;Unknown;250;normalizer1;Reference;4,49518271940539;139,716636370946;0,831727573135129;Pass;0,0102099395112248;80,4025729608798;999;1;
S50-A22;R-N1R2;Unknown;250;gene1;Test;12,9044064831359;95,5455009649211;1;Pass;0,0102099395112248;82,651911921063;999;1;
S50-A29;R-N1R2;Unknown;250;gene4;Test;21,1944752999652;0,67207785900591;1;Pass;0,0102099395112248;77,3023571454513;999;1;
S50-A67;R-N1R2;Unknown;250;gene2;Test;10,1963409476041;182,648198810799;1;Pass;0,0102099395112248;80,894680179424;999;1;
S50-A96;R-N1R2;Unknown;250;normalizer2;Reference;12,1836300300001;170,620888908116;1;Pass;0,0102099395112248;82,0141019290917;999;1;
S50-A95;R-N1R2;Unknown;250;normalizer3;Reference;6,50358721993882;200,221418739918;1;Pass;0,0102099395112248;80,0628301538551;999;1;
S50-A93;R-N1R2;Unknown;250;normalizer1bis;Reference;4,46801061941788;145,834581658785;0,822670206472628;Pass;0,0102099395112248;80,0938843794528;999;1;
S50-A91;R-N1R2;Unknown;250;gene3;Test;9,80262139727652;245,856820436393;1;Pass;0,0102099395112248;85,8404736198205;999;1;
S44-A01;I-N3R2;Unknown;250;normalizer1;Reference;3,87856981109441;211,610042178827;0,62618993703147;Fail;0,0102099395112248;80,3493041476609;999;1;
S44-A22;I-N3R2;Unknown;250;gene1;Test;13,2181933647055;76,1794448612028;1;Pass;0,0102099395112248;82,5541672820625;999;1;
S44-A29;I-N3R2;Unknown;250;gene4;Test;11,8940833957905;198,069604281986;1;Pass;0,0102099395112248;77,3384302970973;999;1;
S44-A67;I-N3R2;Unknown;250;gene2;Test;9,36903191461011;305,762316590272;0,992267680098719;Pass;0,0102099395112248;80,6771484566106;999;1;
S44-A96;I-N3R2;Unknown;250;normalizer2;Reference;11,4946680225243;245,455728533282;1;Pass;0,0102099395112248;81,9981710613096;999;1;
S44-A95;I-N3R2;Unknown;250;normalizer3;Reference;6,2613967074236;233,759978716922;0,994287884475106;Pass;0,0102099395112248;80,0101954594117;999;1;
S44-A93;I-N3R2;Unknown;250;normalizer1bis;Reference;3,76783107264113;235,643845056625;0,589277024213708;Fail;0,0102099395112248;80,0453604025422;999;1;
S44-A91;I-N3R2;Unknown;250;gene3;Test;9,99899896944806;220,152644224894;1;Pass;0,0102099395112248;85,3991156014921;999;1;
S49-A01;R-N1R1;Unknown;250;normalizer1;Reference;5,02233516952892;97,975352484736;0,914218217517351;Pass;0,0102099395112248;80,4591118675696;999;1;
S49-A22;R-N1R1;Unknown;250;gene1;Test;13,6078644864447;57,5010261654116;1;Pass;0,0102099395112248;82,6702992553622;999;1;
S49-A29;R-N1R1;Unknown;250;gene4;Test;21,065003722991;0,727438527951884;0,983762594322241;Pass;0,0102099395112248;77,674976683757;999;1;
S49-A67;R-N1R1;Unknown;250;gene2;Test;11,3742664044595;87,7026945253799;1;Pass;0,0102099395112248;80,9143075422298;999;1;
S49-A96;R-N1R1;Unknown;250;normalizer2;Reference;12,9576433262966;113,394936125713;1;Pass;0,0102099395112248;81,9833767328775;999;1;
S49-A95;R-N1R1;Unknown;250;normalizer3;Reference;7,25328784353311;123,967657906026;0,989578193948299;Pass;0,0102099395112248;80,0848654530849;999;1;
S49-A93;R-N1R1;Unknown;250;normalizer1bis;Reference;5,11055406088005;93,889984580792;0,940781170396534;Pass;0,0102099395112248;80,128589493446;999;1;
S49-A91;R-N1R1;Unknown;250;gene3;Test;10,6149255522364;155,706010428583;1;Pass;0,0102099395112248;85,8918779026459;999;1;
S43-A01;I-N3R1;Unknown;250;normalizer1;Reference;3,89201105408743;209,703780815854;0,630670351362477;Fail;0,0102099395112248;80,6244488150807;999;1;
S43-A22;I-N3R1;Unknown;250;gene1;Test;13,5367306146898;60,5307591788449;1;Pass;0,0102099395112248;82,6915762511586;999;1;
S43-A29;I-N3R1;Unknown;250;gene4;Test;11,7436417584703;217,151293722181;1;Pass;0,0102099395112248;77,4418307793856;999;1;
S43-A67;I-N3R1;Unknown;250;gene2;Test;9,50174207468263;281,506763558065;1;Pass;0,0102099395112248;80,7808069380187;999;1;
S43-A96;I-N3R1;Unknown;250;normalizer2;Reference;11,5876102681815;233,704268046855;1;Pass;0,0102099395112248;82,0114231842221;999;1;
S43-A95;I-N3R1;Unknown;250;normalizer3;Reference;6,21176476435948;241,29794865857;0,976774799521357;Pass;0,0102099395112248;80,1102226214554;999;1;
S43-A93;I-N3R1;Unknown;250;normalizer1bis;Reference;3,91631907150529;212,843981994681;0,638773023835096;Fail;0,0102099395112248;80,1558912694237;999;1;
S43-A91;I-N3R1;Unknown;250;gene3;Test;9,96991820043513;223,782368950979;1;Pass;0,0102099395112248;85,6452378994515;999;1;
